region	dm_method	model	predictors_dict	selected_predictors	features_importance	fscore. mean	recall. mean
rAMG	k_medoids	LSTM	['UnionSocioItems_I', 'LexicalRichness_I', 'AUs_mouth_I', 'Saccades_P', 'SpeechActivity_P', 'Feedbacks_P', 'AU_eyes_I', 'SpeechRate_I', 'Neutral_I', 'AU_all_I', 'SpeechActivity_I', 'ReactionTime_P', 'LexicalRichness_P', 'Eyes_looks_P', 'TypeTokenRatio_P', 'Gaze_speed_P', 'Sad_I', 'UnionSocioItems_P', 'Subjectivity_I', 'Polarity_I', 'Overlap_I', 'Face_looks_P', 'ReactionTime_I', 'Angry_I']	['disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'UnionSocioItems_I_t3', 'Neutral_I_t6', 'Neutral_I_t5', 'Neutral_I_t4', 'Neutral_I_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'Saccades_P_t6', 'Saccades_P_t5', 'Saccades_P_t4', 'Saccades_P_t3', 'ReactionTime_P_t6', 'ReactionTime_P_t5', 'ReactionTime_P_t4', 'ReactionTime_P_t3', 'Gaze_speed_P_t6', 'Gaze_speed_P_t5', 'Gaze_speed_P_t4', 'Gaze_speed_P_t3', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'LexicalRichness_I_t6', 'LexicalRichness_I_t5', 'LexicalRichness_I_t4', 'LexicalRichness_I_t3', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'Angry_I_t6', 'Angry_I_t5', 'Angry_I_t4', 'Angry_I_t3', 'Sad_I_t6', 'Sad_I_t5', 'Sad_I_t4', 'Sad_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Face_looks_P_t6', 'Face_looks_P_t5', 'Face_looks_P_t4', 'Face_looks_P_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t4', 'Feedbacks_P_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'TypeTokenRatio_P_t6', 'TypeTokenRatio_P_t5', 'TypeTokenRatio_P_t4', 'TypeTokenRatio_P_t3', 'Eyes_looks_P_t6', 'Eyes_looks_P_t5', 'Eyes_looks_P_t4', 'Eyes_looks_P_t3', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'UnionSocioItems_P_t3', 'Polarity_I_t6', 'Polarity_I_t5', 'Polarity_I_t4', 'Polarity_I_t3', 'AU_all_I_t6', 'AU_all_I_t5', 'AU_all_I_t4', 'AU_all_I_t3', 'Subjectivity_I_t6', 'Subjectivity_I_t5', 'Subjectivity_I_t4', 'Subjectivity_I_t3', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t4', 'LexicalRichness_P_t3', 'AU_eyes_I_t6', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t3']	[0.14794939756393433, 0.1097375676035881, 0.09843885153532028, 0.07185092568397522, 0.07003821805119514, 0.059385642409324646, 0.056007951498031616, 0.044187530875205994, 0.04278998449444771, 0.03564239293336868, 0.0343383252620697, 0.032224200665950775, 0.031752027571201324, 0.02402014285326004, 0.022689322009682655, 0.020992226898670197, 0.02062569558620453, 0.018643075600266457, 0.015215129591524601, 0.014787754975259304, 0.011882203631103039, 0.007851069793105125, 0.006233359687030315, 0.002716920804232359]	0.61	0.6
rAMG	k_medoids	LREG	['AUs_mouth_I', 'ReactionTime_I', 'Saccades_P', 'AU_eyes_I', 'ReactionTime_P', 'SpeechActivity_P', 'Overlap_I', 'AU_all_I', 'Subjectivity_I', 'Eyes_looks_P', 'SpeechActivity_I', 'SpeechRate_I', 'Sad_I', 'Polarity_I', 'Neutral_I', 'LexicalRichness_I', 'Gaze_speed_P', 'Feedbacks_P', 'Face_looks_P', 'Angry_I', 'TypeTokenRatio_P', 'UnionSocioItems_I', 'UnionSocioItems_P']	['Overlap_I_t6', 'Overlap_I_t5', 'Angry_I_t6', 'AU_all_I_t3', 'AU_all_I_t4', 'AU_all_I_t5', 'AU_all_I_t6', 'AU_eyes_I_t3', 'ReactionTime_P_t6', 'UnionSocioItems_P_t5', 'ReactionTime_P_t5', 'UnionSocioItems_P_t4', 'ReactionTime_P_t4', 'ReactionTime_P_t3', 'UnionSocioItems_P_t6', 'AU_eyes_I_t4', 'AUs_mouth_I_t3', 'AUs_mouth_I_t4', 'AUs_mouth_I_t5', 'AUs_mouth_I_t6', 'Feedbacks_P_t4', 'Saccades_P_t3', 'Feedbacks_P_t5', 'Saccades_P_t4', 'Saccades_P_t5', 'IPU_I_t3', 'disc_IPU_I_t3', 'Subjectivity_I_t4', 'Subjectivity_I_t5', 'Subjectivity_I_t6', 'Saccades_P_t6', 'Sad_I_t5', 'Sad_I_t6', 'Sad_I_t3', 'Eyes_looks_P_t3', 'TypeTokenRatio_P_t6', 'LexicalRichness_P_t5', 'TypeTokenRatio_P_t5', 'LexicalRichness_P_t4', 'TypeTokenRatio_P_t4', 'Feedbacks_P_t3', 'UnionSocioItems_I_t3', 'LexicalRichness_I_t3', 'UnionSocioItems_I_t4', 'LexicalRichness_I_t4', 'SpeechRate_I_t4', 'UnionSocioItems_I_t5', 'SpeechRate_I_t5', 'UnionSocioItems_I_t6', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'ReactionTime_I_t3', 'Gaze_speed_P_t6', 'ReactionTime_I_t4', 'Gaze_speed_P_t3', 'ReactionTime_I_t5', 'ReactionTime_I_t6', 'Sad_I_t4', 'Eyes_looks_P_t4', 'Overlap_I_t3', 'Overlap_I_t4', 'Angry_I_t4', 'Polarity_I_t3', 'Neutral_I_t5', 'Angry_I_t3', 'Polarity_I_t5', 'Neutral_I_t6', 'Neutral_I_t3', 'Face_looks_P_t4', 'Face_looks_P_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'Angry_I_t5', 'AU_eyes_I_t5', 'IPU_I_t5', 'IPU_I_t6', 'disc_IPU_P_t4', 'AU_eyes_I_t6', 'IPU_I_t4', 'Feedbacks_P_t6']	[0.12, 0.09, 0.08, 0.07, 0.06, 0.05, 0.05, 0.04, 0.04, 0.04, 0.04, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.02, 0.02, 0.02]	0.64	0.64
rAMG	mi_rank	RF	['Neutral_I', 'AU_all_I', 'AUs_mouth_I', 'SpeechActivity_P', 'AU_eyes_I', 'Happy_I', 'Saccades_P', 'Face_looks_P', 'SpeechActivity_I', 'SpeechRate_P', 'Sad_I']	['Happy_I_t6', 'Saccades_P_t3', 'Happy_I_t5', 'SpeechRate_P_t6', 'SpeechRate_P_t4', 'disc_IPU_P_t3', 'IPU_I_t5', 'disc_IPU_P_t6', 'Sad_I_t4', 'Face_looks_P_t4', 'disc_IPU_P_t5', 'Sad_I_t6', 'Sad_I_t5', 'Saccades_P_t6', 'disc_IPU_P_t4', 'IPU_P_t3', 'IPU_I_t4', 'IPU_P_t6', 'Face_looks_P_t3', 'Sad_I_t3', 'IPU_P_t5', 'IPU_P_t4', 'AU_all_I_t4', 'AU_all_I_t6', 'AU_all_I_t3', 'AU_all_I_t5', 'Neutral_I_t4', 'AU_eyes_I_t4', 'Neutral_I_t3', 'AU_eyes_I_t5', 'Neutral_I_t6', 'Neutral_I_t5', 'AU_eyes_I_t3', 'AU_eyes_I_t6', 'AUs_mouth_I_t4', 'AUs_mouth_I_t5', 'AUs_mouth_I_t3', 'AUs_mouth_I_t6']	[0.18, 0.14, 0.14, 0.13, 0.1, 0.08, 0.08, 0.07, 0.04, 0.04, 0.02]	0.61	0.61
rTPJ	k_medoids	SVM	['SpeechActivity_P']	['IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3']	[1.0]	0.63	0.65
rTPJ	mi_rank	LSTM	['SpeechActivity_I', 'TypeTokenRatio_P', 'SpeechActivity_P', 'AUs_mouth_I', 'Happy_I', 'AU_all_I']	['IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'AU_all_I_t6', 'AU_all_I_t5', 'AU_all_I_t4', 'AU_all_I_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'TypeTokenRatio_P_t6', 'TypeTokenRatio_P_t5', 'TypeTokenRatio_P_t4', 'TypeTokenRatio_P_t3', 'Happy_I_t6', 'Happy_I_t5', 'Happy_I_t4', 'Happy_I_t3']	[0.4025421813130379, 0.2261212021112442, 0.14015663042664528, 0.12349192053079605, 0.08806460350751877, 0.019623419269919395]	0.62	0.67
rTPJ	k_medoids	LREG	['Overlap_I', 'SpeechRate_I', 'Gaze_movement_energy_P', 'AU_eyes_I', 'SpeechActivity_P', 'ReactionTime_P', 'LexicalRichness_P', 'SpeechActivity_I', 'Eyes_looks_P', 'Sad_I', 'TypeTokenRatio_P', 'AU_all_I', 'AUs_mouth_I', 'UnionSocioItems_I', 'ReactionTime_I', 'Mouth_looks_P', 'Feedbacks_P', 'Angry_I', 'Subjectivity_I']	['Overlap_I_t6', 'Overlap_I_t5', 'Angry_I_t6', 'AU_all_I_t3', 'AU_all_I_t4', 'AU_all_I_t5', 'AU_all_I_t6', 'AU_eyes_I_t3', 'ReactionTime_P_t6', 'UnionSocioItems_P_t5', 'ReactionTime_P_t5', 'UnionSocioItems_P_t4', 'ReactionTime_P_t4', 'ReactionTime_P_t3', 'UnionSocioItems_P_t6', 'AU_eyes_I_t4', 'AUs_mouth_I_t3', 'AUs_mouth_I_t4', 'AUs_mouth_I_t5', 'AUs_mouth_I_t6', 'Feedbacks_P_t4', 'Feedbacks_P_t5', 'Feedbacks_P_t6', 'IPU_I_t3', 'disc_IPU_I_t3', 'IPU_I_t4', 'Subjectivity_I_t5', 'Subjectivity_I_t6', 'Saccades_P_t6', 'Mouth_looks_P_t4', 'Sad_I_t5', 'Gaze_movement_energy_P_t3', 'Eyes_looks_P_t5', 'Sad_I_t6', 'Gaze_movement_energy_P_t4', 'Eyes_looks_P_t6', 'Sad_I_t3', 'Gaze_movement_energy_P_t5', 'Eyes_looks_P_t3', 'LexicalRichness_P_t6', 'TypeTokenRatio_P_t6', 'LexicalRichness_P_t5', 'TypeTokenRatio_P_t5', 'LexicalRichness_P_t4', 'TypeTokenRatio_P_t4', 'Feedbacks_P_t3', 'LexicalRichness_P_t3', 'TypeTokenRatio_P_t3', 'SpeechRate_P_t3', 'UnionSocioItems_I_t3', 'LexicalRichness_I_t3', 'SpeechRate_I_t3', 'UnionSocioItems_I_t4', 'LexicalRichness_I_t4', 'SpeechRate_I_t4', 'UnionSocioItems_I_t5', 'LexicalRichness_I_t5', 'SpeechRate_I_t5', 'UnionSocioItems_I_t6', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'disc_IPU_P_t3', 'ReactionTime_I_t4', 'ReactionTime_I_t5', 'ReactionTime_I_t6', 'Sad_I_t4', 'Gaze_movement_energy_P_t6', 'Eyes_looks_P_t4', 'Overlap_I_t3', 'Overlap_I_t4', 'Angry_I_t4', 'AU_eyes_I_t6', 'IPU_I_t6', 'IPU_I_t5', 'Angry_I_t3', 'Angry_I_t5', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4']	[0.11, 0.11, 0.11, 0.08, 0.07, 0.06, 0.06, 0.05, 0.04, 0.04, 0.03, 0.03, 0.03, 0.03, 0.02, 0.02, 0.02, 0.02, 0.02]	0.62	0.67
rTPJ	mi_rank	RF	['SpeechActivity_P', 'AU_all_I', 'AUs_mouth_I', 'SpeechActivity_I', 'Happy_I']	['AUs_mouth_I_t5', 'IPU_P_t6', 'TypeTokenRatio_P_t3', 'disc_IPU_I_t3', 'AUs_mouth_I_t3', 'disc_IPU_P_t5', 'AU_all_I_t5', 'IPU_I_t4', 'Happy_I_t3', 'IPU_P_t5', 'AU_all_I_t6', 'IPU_I_t3', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'IPU_P_t4', 'IPU_P_t3']	[0.46, 0.24, 0.1, 0.1, 0.08]	0.63	0.63
lPc	k_medoids	SVM	['ReactionTime_P', 'Saccades_P', 'Mouth_looks_P', 'SpeechActivity_P', 'Face_looks_P', 'Smiles_I', 'SpeechActivity_I', 'Happy_I', 'LexicalRichness_P']	['ReactionTime_P_t6', 'ReactionTime_P_t5', 'ReactionTime_P_t3', 'IPU_I_t6', 'IPU_I_t3', 'Smiles_I_t6', 'Smiles_I_t5', 'disc_IPU_P_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t4', 'Happy_I_t6', 'Happy_I_t4', 'Happy_I_t3', 'Face_looks_P_t5', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'LexicalRichness_P_t6', 'SpeechRate_I_t3', 'Saccades_P_t6', 'Mouth_looks_P_t6', 'Mouth_looks_P_t5', 'Mouth_looks_P_t4', 'IPU_P_t6', 'IPU_P_t4', 'IPU_P_t3', 'IPU_I_t5', 'IPU_I_t4']	[0.27, 0.17, 0.11, 0.1, 0.08, 0.08, 0.08, 0.05, 0.04]	0.56	0.59
lPc	k_medoids	LSTM	['LexicalRichness_P', 'Mouth_looks_P', 'Saccades_P', 'SpeechActivity_I', 'SpeechRate_I', 'Feedbacks_P', 'SpeechActivity_P', 'ReactionTime_P', 'Smiles_I', 'Happy_I', 'Face_looks_P']	['Face_looks_P_t6', 'Face_looks_P_t5', 'Face_looks_P_t4', 'Face_looks_P_t3', 'Smiles_I_t6', 'Smiles_I_t5', 'Smiles_I_t4', 'Smiles_I_t3', 'ReactionTime_P_t6', 'ReactionTime_P_t5', 'ReactionTime_P_t4', 'ReactionTime_P_t3', 'Happy_I_t6', 'Happy_I_t5', 'Happy_I_t4', 'Happy_I_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'Saccades_P_t6', 'Saccades_P_t5', 'Saccades_P_t4', 'Saccades_P_t3', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t4', 'Feedbacks_P_t3', 'Mouth_looks_P_t6', 'Mouth_looks_P_t5', 'Mouth_looks_P_t4', 'Mouth_looks_P_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t4', 'LexicalRichness_P_t3']	[0.22935235500335693, 0.15587589144706726, 0.14747755229473114, 0.10721537470817566, 0.10664781183004379, 0.07810895889997482, 0.05724029429256916, 0.043913353234529495, 0.04120728746056557, 0.0294277872890234, 0.003533418755978346]	0.54	0.55
lPc	k_medoids	RF	['SpeechActivity_I', 'Happy_I', 'Smiles_I', 'Mouth_looks_P', 'SpeechActivity_P', 'Face_looks_P', 'Saccades_P', 'SpeechRate_I', 'Eyes_looks_P', 'ReactionTime_P', 'SpeechRate_P']	['Feedbacks_P_t4', 'LexicalRichness_P_t6', 'Sad_I_t6', 'Eyes_looks_P_t6', 'Eyes_looks_P_t5', 'ReactionTime_P_t5', 'UnionSocioItems_P_t6', 'Smiles_I_t6', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'SpeechRate_P_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'Saccades_P_t6', 'Mouth_looks_P_t6', 'Mouth_looks_P_t5', 'Mouth_looks_P_t4', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t6', 'ReactionTime_P_t6', 'ReactionTime_P_t3', 'Smiles_I_t5', 'IPU_I_t3', 'IPU_P_t6', 'IPU_P_t4', 'IPU_P_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t4', 'Happy_I_t6', 'Happy_I_t4', 'Happy_I_t3', 'Face_looks_P_t5']	[0.19, 0.15, 0.15, 0.11, 0.11, 0.06, 0.06, 0.06, 0.04, 0.03, 0.02]	0.57	0.57
rPc	mi_rank	SVM	['SpeechActivity_P', 'Saccades_P']	['Neutral_I_t6', 'disc_IPU_P_t3', 'AU_eyes_I_t4', 'Saccades_P_t4', 'Saccades_P_t6', 'Saccades_P_t5', 'IPU_P_t3']	[0.88, 0.11]	0.57	0.58
rPc	mi_rank	RF	['Saccades_P', 'SpeechActivity_P']	['Saccades_P_t6', 'Saccades_P_t5', 'IPU_P_t3']	[0.61, 0.39]	0.56	0.58
rVMPFC	WFS	SVM	['Gaze_movement_energy_P', 'AU_all_I', 'Gaze_speed_P', 'Face_looks_P', 'Happy_I', 'Saccades_P', 'Neutral_I']	['AU_all_I_t6', 'AU_all_I_t5', 'AU_all_I_t4', 'AU_all_I_t3', 'Happy_I_t6', 'Happy_I_t5', 'Happy_I_t4', 'Happy_I_t3', 'Neutral_I_t6', 'Neutral_I_t5', 'Neutral_I_t4', 'Neutral_I_t3', 'Gaze_speed_P_t6', 'Gaze_speed_P_t5', 'Gaze_speed_P_t4', 'Gaze_speed_P_t3', 'Gaze_movement_energy_P_t6', 'Gaze_movement_energy_P_t5', 'Gaze_movement_energy_P_t4', 'Gaze_movement_energy_P_t3', 'Saccades_P_t6', 'Saccades_P_t5', 'Saccades_P_t4', 'Saccades_P_t3', 'Face_looks_P_t3']	[0.33, 0.19, 0.15, 0.09, 0.08, 0.08, 0.07]	0.54	0.57
rVMPFC	WFS	RF	['Gaze_movement_energy_P', 'Gaze_speed_P']	['Gaze_speed_P_t6', 'Gaze_movement_energy_P_t4', 'Gaze_movement_energy_P_t3']	[0.64, 0.36]	0.54	0.54
lAMG	mi_rank	SVM	['SpeechActivity_I', 'ReactionTime_I', 'Polarity_I', 'Overlap_I', 'AU_eyes_I', 'Eyes_looks_P', 'AU_all_I', 'AUs_mouth_I', 'Smiles_I', 'SpeechRate_I', 'Neutral_I', 'SpeechActivity_P', 'Happy_I', 'Mouth_looks_P', 'Face_looks_P', 'TypeTokenRatio_I']	['SpeechRate_I_t5', 'Neutral_I_t4', 'Gaze_speed_P_t5', 'Face_looks_P_t5', 'Smiles_I_t4', 'ReactionTime_P_t4', 'IPU_P_t4', 'disc_IPU_I_t5', 'Mouth_looks_P_t6', 'Gaze_movement_energy_P_t5', 'Smiles_I_t5', 'TypeTokenRatio_I_t4', 'Neutral_I_t3', 'ReactionTime_I_t5', 'Polarity_I_t5', 'TypeTokenRatio_I_t5', 'Smiles_I_t3', 'Neutral_I_t5', 'Overlap_I_t5', 'SpeechRate_I_t4', 'Happy_I_t4', 'IPU_I_t6', 'Happy_I_t5', 'Eyes_looks_P_t3', 'disc_IPU_I_t4', 'IPU_P_t3', 'Smiles_I_t6', 'Happy_I_t6', 'AUs_mouth_I_t4', 'AU_all_I_t6', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AU_all_I_t5', 'IPU_I_t5', 'AU_eyes_I_t3', 'IPU_I_t4', 'AU_all_I_t4', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AUs_mouth_I_t3', 'AU_all_I_t3', 'AU_eyes_I_t6']	[0.17, 0.11, 0.1, 0.09, 0.08, 0.06, 0.05, 0.05, 0.05, 0.05, 0.04, 0.04, 0.03, 0.03, 0.02, 0.02]	0.61	0.62
lAMG	mi_rank	LSTM	['Gaze_movement_energy_P', 'Eyes_looks_P', 'Smiles_I', 'Overlap_I', 'Neutral_I', 'Mouth_looks_P', 'SpeechActivity_P', 'AUs_mouth_I', 'Face_looks_P', 'SpeechActivity_I', 'AU_all_I', 'ReactionTime_I', 'AU_eyes_I', 'ReactionTime_P', 'Happy_I', 'TypeTokenRatio_I', 'Gaze_speed_P', 'Polarity_I', 'SpeechRate_I']	['Polarity_I_t6', 'Polarity_I_t5', 'Polarity_I_t4', 'Polarity_I_t3', 'Smiles_I_t6', 'Smiles_I_t5', 'Smiles_I_t4', 'Smiles_I_t3', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'Gaze_speed_P_t6', 'Gaze_speed_P_t5', 'Gaze_speed_P_t4', 'Gaze_speed_P_t3', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'Face_looks_P_t6', 'Face_looks_P_t5', 'Face_looks_P_t4', 'Face_looks_P_t3', 'Happy_I_t6', 'Happy_I_t5', 'Happy_I_t4', 'Happy_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'Overlap_I_t6', 'Overlap_I_t5', 'Overlap_I_t4', 'Overlap_I_t3', 'Eyes_looks_P_t6', 'Eyes_looks_P_t5', 'Eyes_looks_P_t4', 'Eyes_looks_P_t3', 'Neutral_I_t6', 'Neutral_I_t5', 'Neutral_I_t4', 'Neutral_I_t3', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'SpeechRate_I_t4', 'SpeechRate_I_t3', 'AU_all_I_t6', 'AU_all_I_t5', 'AU_all_I_t4', 'AU_all_I_t3', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'TypeTokenRatio_I_t3', 'ReactionTime_P_t6', 'ReactionTime_P_t5', 'ReactionTime_P_t4', 'ReactionTime_P_t3', 'AU_eyes_I_t6', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'ReactionTime_I_t3', 'Gaze_movement_energy_P_t6', 'Gaze_movement_energy_P_t5', 'Gaze_movement_energy_P_t4', 'Gaze_movement_energy_P_t3', 'Mouth_looks_P_t6', 'Mouth_looks_P_t5', 'Mouth_looks_P_t4', 'Mouth_looks_P_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3']	[0.15703831613063812, 0.11553739011287689, 0.10619854927062988, 0.10389293730258942, 0.0989445373415947, 0.07695825397968292, 0.06101740151643753, 0.04997813329100609, 0.043806400150060654, 0.041779469698667526, 0.02590460702776909, 0.024153508245944977, 0.023746509104967117, 0.022970208898186684, 0.020151333883404732, 0.01517255324870348, 0.005563997197896242, 0.003607276827096939, 0.0035785953514277935]	0.58	0.63
lAMG	WFS	RF	['Gaze_speed_P', 'Gaze_movement_energy_P']	['Gaze_speed_P_t6', 'Gaze_speed_P_t5', 'Gaze_speed_P_t4', 'Gaze_speed_P_t3', 'Gaze_movement_energy_P_t5', 'Gaze_movement_energy_P_t4', 'Gaze_movement_energy_P_t3']	[0.57, 0.43]	0.58	0.63
