region	dm_method	model	predictors_dict	selected_predictors	features_importance	fscore. mean	recall. mean
FrontoParietal.LPFC_L	k_medoids	LREG	['Head_Tz_I', 'Saccades_P', 'Pupil_area_P', 'AUs_mouth_I', 'IPU_P', 'IPU_I', 'Overlap_I', 'Happy_I', 'Angry_I', 'Blinks_P', 'Feedbacks_I', 'TypeTokenRatio_P', 'TypeTokenRatio_I', 'AU_all_I', 'disc_IPU_P', 'SpeechRate_I', 'UnionSocioItems_I', 'UnionSocioItems_P', 'SpeechRate_P', 'Feedbacks_P', 'LexicalRichness_P', 'Subjectivity_P', 'Particles_I', 'Subjectivity_I', 'Smiles_I']	['UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'TypeTokenRatio_P_t5', 'IPU_P_t6', 'TypeTokenRatio_P_t6', 'IPU_P_t7', 'TypeTokenRatio_P_t7', 'Subjectivity_P_t7', 'LexicalRichness_P_t7', 'SpeechRate_P_t7', 'SpeechRate_P_t6', 'SpeechRate_P_t5', 'Overlap_I_t5', 'Overlap_I_t4', 'Particles_I_t7', 'SpeechRate_I_t3', 'Angry_I_t7', 'UnionSocioItems_P_t7', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t3', 'Head_Tz_I_t7', 'Blinks_P_t6', 'UnionSocioItems_I_t7', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t3', 'Saccades_P_t7', 'Saccades_P_t6', 'TypeTokenRatio_I_t6', 'Subjectivity_I_t6', 'IPU_I_t4', 'AU_all_I_t4', 'Feedbacks_P_t3', 'Feedbacks_I_t5', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'AUs_mouth_I_t7', 'Happy_I_t7', 'AUs_mouth_I_t6', 'Happy_I_t6', 'AUs_mouth_I_t5', 'Happy_I_t5', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'Happy_I_t3', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Smiles_I_t7', 'Pupil_area_P_t7', 'Pupil_area_P_t5', 'Pupil_area_P_t4', 'Pupil_area_P_t3', 'Feedbacks_P_t5', 'Feedbacks_I_t7', 'Feedbacks_P_t4', 'Feedbacks_I_t6', 'Feedbacks_I_t4', 'IPU_I_t3', 'IPU_I_t5', 'AU_all_I_t5', 'IPU_I_t6', 'IPU_I_t7', 'disc_IPU_P_t7', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3']	[0.11258490504101795, 0.08827523630672165, 0.08146130248854364, 0.08026919773899985, 0.06916691781262845, 0.06807719133498896, 0.06226769140582065, 0.043263890966571045, 0.04231838691428559, 0.03655510580787128, 0.03548235156827083, 0.034989356907625155, 0.03206595479347138, 0.03121348196634082, 0.027430781966443753, 0.020724535879846982, 0.020345227944111362, 0.019579993911588364, 0.017574021430701595, 0.01743236330367742, 0.01640871330187489, 0.014931096951040109, 0.010948014661071166, 0.009883333093368196, 0.006750946503119139]	0.54	0.54
FrontoParietal.LPFC_L	mi_rank	MLP	['IPU_I', 'Head_Rx_I', 'TypeTokenRatio_I', 'AU_all_I', 'AUs_mouth_I', 'Neutral_I', 'SpeechRate_I', 'Head_Ry_I', 'Happy_I', 'Angry_I', 'IPU_P', 'AU_eyes_I', 'Saccades_P', 'Head_Tz_I']	['AU_all_I_t7', 'TypeTokenRatio_I_t6', 'Head_Ry_I_t7', 'AU_all_I_t5', 'SpeechRate_I_t5', 'Happy_I_t3', 'Neutral_I_t5', 'Head_Rx_I_t4', 'IPU_I_t4', 'Angry_I_t7', 'Head_Ry_I_t3', 'AU_all_I_t4', 'IPU_I_t6', 'AUs_mouth_I_t6', 'Angry_I_t6', 'Saccades_P_t6', 'IPU_P_t4', 'AUs_mouth_I_t5', 'AU_eyes_I_t3', 'Happy_I_t4', 'TypeTokenRatio_I_t4', 'IPU_I_t3', 'Head_Rx_I_t6', 'IPU_I_t7', 'TypeTokenRatio_I_t5', 'Head_Tz_I_t7', 'AUs_mouth_I_t7', 'IPU_P_t3', 'Head_Rx_I_t5', 'Happy_I_t7']	[0.15171059592690483, 0.13176413218864966, 0.10682373759471685, 0.08331349500222604, 0.08237203920798986, 0.0716647669125358, 0.06563920128409602, 0.0601397123367651, 0.0581840732844858, 0.052299708239563064, 0.04406890968002897, 0.03596565017310666, 0.03131015440009181, 0.024743823768839532]	0.53	0.53
FrontoParietal.PPC_R	k_medoids	RF	['IPU_P', 'AUs_mouth_I', 'Happy_I', 'SpeechRate_P', 'IPU_I', 'TypeTokenRatio_I', 'AU_all_I', 'Overlap_I', 'Subjectivity_I', 'disc_IPU_P', 'UnionSocioItems_P', 'LexicalRichness_P', 'Feedbacks_P', 'FilledBreaks_I', 'Discourses_I', 'UnionSocioItems_I']	['IPU_I_t6', 'IPU_I_t5', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'IPU_P_t6', 'IPU_P_t7', 'LexicalRichness_P_t7', 'Overlap_I_t7', 'Overlap_I_t4', 'Discourses_I_t7', 'Discourses_I_t3', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Feedbacks_P_t3', 'SpeechRate_P_t7', 'SpeechRate_P_t6', 'SpeechRate_P_t4', 'SpeechRate_P_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'UnionSocioItems_P_t7', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'UnionSocioItems_I_t5', 'TypeTokenRatio_I_t6', 'Subjectivity_I_t6', 'TypeTokenRatio_I_t4', 'disc_IPU_P_t7', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'TypeTokenRatio_I_t5', 'AUs_mouth_I_t4', 'Happy_I_t4', 'Happy_I_t3', 'IPU_I_t7', 'AUs_mouth_I_t7', 'AU_all_I_t7', 'Happy_I_t7']	[0.1970807838810106, 0.13674653572992448, 0.1267420837940083, 0.10833033477509293, 0.09744687810497317, 0.08580856819126048, 0.062591466239015, 0.038338863311339524, 0.03248579772702241, 0.02989355890202395, 0.023313225025691366, 0.01718292641176677, 0.01550108384409156, 0.012007461061815423, 0.009004664318721801, 0.007525768682242296]	0.54	0.54
FrontoParietal.PPC_R	k_medoids	LREG	['IPU_P', 'SpeechRate_P', 'Subjectivity_I', 'disc_IPU_P', 'Overlap_I', 'AUs_mouth_I', 'TypeTokenRatio_I', 'Happy_I', 'Discourses_I', 'IPU_I', 'Feedbacks_P', 'AU_all_I', 'FilledBreaks_I', 'UnionSocioItems_P', 'UnionSocioItems_I', 'LexicalRichness_P']	['IPU_I_t6', 'IPU_I_t5', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'IPU_P_t6', 'IPU_P_t7', 'LexicalRichness_P_t7', 'Overlap_I_t7', 'Overlap_I_t4', 'Discourses_I_t7', 'Discourses_I_t3', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Feedbacks_P_t3', 'SpeechRate_P_t7', 'SpeechRate_P_t6', 'SpeechRate_P_t4', 'SpeechRate_P_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'UnionSocioItems_P_t7', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'UnionSocioItems_I_t5', 'TypeTokenRatio_I_t6', 'Subjectivity_I_t6', 'TypeTokenRatio_I_t4', 'disc_IPU_P_t7', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'TypeTokenRatio_I_t5', 'AUs_mouth_I_t4', 'Happy_I_t4', 'Happy_I_t3', 'IPU_I_t7', 'AUs_mouth_I_t7', 'AU_all_I_t7', 'Happy_I_t7']	[0.14254893907356717, 0.12717315577771718, 0.12600492375914676, 0.09594715401153683, 0.07161943098543855, 0.06672601764587092, 0.05833563410427216, 0.04994161776243487, 0.04965482420090688, 0.04886306690452113, 0.03871223775486231, 0.03586421322260293, 0.02696297735356912, 0.022081790686692207, 0.02009895685482364, 0.01946505990203733]	0.53	0.53
FrontoParietal.PPC_R	k_medoids	MLP	['IPU_P', 'SpeechRate_P', 'ReactionTime_P', 'TypeTokenRatio_I', 'disc_IPU_P', 'Discourses_I', 'IPU_I', 'Subjectivity_I', 'Feedbacks_P', 'Polarity_P', 'Overlap_I', 'FilledBreaks_I', 'Head_Ry_I', 'LexicalRichness_P', 'Polarity_I', 'disc_IPU_I', 'ReactionTime_I', 'Direct_gaze_I']	['ReactionTime_P_t7', 'ReactionTime_P_t6', 'ReactionTime_P_t4', 'Polarity_P_t7', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'ReactionTime_P_t3', 'ReactionTime_I_t5', 'ReactionTime_I_t3', 'Polarity_I_t4', 'Direct_gaze_I_t7', 'Head_Ry_I_t4', 'disc_IPU_P_t7', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_I_t5', 'LexicalRichness_P_t7', 'Overlap_I_t7', 'Overlap_I_t4', 'Discourses_I_t7', 'Discourses_I_t3', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Feedbacks_P_t3', 'SpeechRate_P_t7', 'SpeechRate_P_t6', 'SpeechRate_P_t4', 'SpeechRate_P_t3', 'FilledBreaks_I_t5', 'FilledBreaks_I_t3', 'IPU_P_t7', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'TypeTokenRatio_I_t6', 'Subjectivity_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4']	[0.1390820165611709, 0.12678079801289813, 0.09975202086437593, 0.08076026142396198, 0.07339605919202132, 0.06890644402074986, 0.06802735161793479, 0.06317199375536334, 0.047856874961366515, 0.04194941817422087, 0.03739962525265145, 0.036926442614308136, 0.032889950831280663, 0.02606724114453098, 0.01627229155720264, 0.015846888070818608, 0.014007699375609344, 0.010906622569534579]	0.54	0.54
Visual.Medial	model_rank	RF	['Saccades_P', 'Gaze_movement_quantity_P', 'IPU_I']	['IPU_I_t3', 'Gaze_movement_quantity_P_t4', 'Gaze_movement_quantity_P_t3', 'Saccades_P_t5', 'Saccades_P_t4', 'Saccades_P_t3']	[0.511674484300681, 0.3394062667443998, 0.14891924895491912]	0.66	0.66
Visual.Medial	model_rank	LREG	['Saccades_P', 'Gaze_movement_quantity_P', 'Blinks_P', 'IPU_I', 'Pupil_area_P', 'IPU_P', 'Head_R_movement_quantity_I']	['IPU_P_t3', 'IPU_I_t4', 'IPU_I_t3', 'Head_R_movement_quantity_I_t7', 'Gaze_movement_quantity_P_t5', 'Gaze_movement_quantity_P_t4', 'Gaze_movement_quantity_P_t3', 'Saccades_P_t5', 'Saccades_P_t4', 'Saccades_P_t3', 'Blinks_P_t4', 'Pupil_area_P_t3']	[0.35245962530722935, 0.30745278887778726, 0.254776467946322, 0.045903419065791436, 0.029008098132923127, 0.01004312068443686, 0.0003564799855100348]	0.64	0.64
Language.IFG_R	model_rank	RF	['Pupil_area_P', 'AU_eyes_I', 'Head_Rx_I', 'Head_Tz_I']	['AU_eyes_I_t4', 'AU_eyes_I_t3', 'Head_Tz_I_t4', 'Head_Rx_I_t7', 'Pupil_area_P_t7', 'Pupil_area_P_t3']	[0.35790280882276326, 0.30729778261069074, 0.17311950705858992, 0.16167990150795608]	0.54	0.54
SensoriMotor.Superior	k_medoids	RF	['Pupil_area_P', 'AU_eyes_I', 'IPU_I', 'IPU_P', 'ReactionTime_P', 'Direct_gaze_I', 'Gaze_movement_quantity_P', 'disc_IPU_I', 'Subjectivity_I', 'LexicalRichness_P', 'Polarity_P', 'Overlap_I', 'disc_IPU_P', 'TypeTokenRatio_I', 'Feedbacks_P', 'Smiles_I']	['IPU_P_t7', 'IPU_P_t5', 'IPU_P_t4', 'Pupil_area_P_t7', 'Pupil_area_P_t6', 'ReactionTime_P_t7', 'ReactionTime_P_t6', 'ReactionTime_P_t4', 'Polarity_P_t5', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'Pupil_area_P_t5', 'Pupil_area_P_t4', 'disc_IPU_P_t4', 'disc_IPU_P_t7', 'disc_IPU_P_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Feedbacks_P_t3', 'Subjectivity_I_t4', 'Smiles_I_t4', 'AU_eyes_I_t7', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t3', 'disc_IPU_I_t5', 'Direct_gaze_I_t7', 'Direct_gaze_I_t6', 'Direct_gaze_I_t3', 'ReactionTime_P_t3', 'LexicalRichness_P_t7', 'LexicalRichness_P_t6', 'Overlap_I_t3', 'Gaze_movement_quantity_P_t7', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'Subjectivity_I_t3']	[0.39836116614733413, 0.18903519391768286, 0.08405765266105156, 0.07542751890525268, 0.051751125387584716, 0.04415604107894281, 0.03470525321821936, 0.021644535954617586, 0.021324093658256528, 0.01993322275239825, 0.0184096392684712, 0.013770395965015352, 0.011935550793649802, 0.006993219670530444, 0.005136825460990948, 0.003358565160001805]	0.51	0.51
SensoriMotor.Superior	k_medoids	LREG	['Pupil_area_P', 'AU_eyes_I', 'AUs_mouth_I', 'IPU_P', 'AU_all_I', 'Feedbacks_P', 'disc_IPU_I', 'Subjectivity_P']	['Feedbacks_P_t7', 'Feedbacks_P_t6', 'Feedbacks_P_t3', 'Subjectivity_P_t4', 'AUs_mouth_I_t7', 'AUs_mouth_I_t6', 'AU_eyes_I_t4', 'AU_eyes_I_t3', 'AU_all_I_t4', 'IPU_P_t7', 'IPU_P_t5', 'IPU_P_t4', 'disc_IPU_I_t3', 'Pupil_area_P_t7', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'Pupil_area_P_t4']	[0.3193067096085671, 0.22453421047176408, 0.12916434172239566, 0.10781815656889235, 0.07434571842454903, 0.0716457004576321, 0.038246854462163624, 0.03493830828403616]	0.48	0.53
SensoriMotor.Superior	mi_rank	MLP	['Pupil_area_P', 'IPU_I', 'AU_all_I', 'disc_IPU_I', 'Head_Rz_I', 'IPU_P', 'AU_eyes_I']	['IPU_I_t4', 'AU_all_I_t5', 'Head_Rz_I_t3', 'AU_eyes_I_t4', 'IPU_P_t4', 'disc_IPU_I_t3', 'AU_all_I_t4', 'AU_all_I_t6', 'IPU_I_t3', 'Pupil_area_P_t7', 'Pupil_area_P_t3', 'Pupil_area_P_t6', 'Pupil_area_P_t4', 'Pupil_area_P_t5']	[0.33048411925230087, 0.22940103940874584, 0.1619232372507124, 0.1101589676270877, 0.0983347462187716, 0.043452163166201, 0.026245727076180593]	0.51	0.52
DefaultMode.LP_L	k_medoids	RF	['IPU_P', 'AUs_mouth_I', 'IPU_I', 'TypeTokenRatio_I', 'LexicalRichness_P', 'SpeechRate_P', 'Subjectivity_P', 'Subjectivity_I', 'Overlap_I', 'disc_IPU_P', 'UnionSocioItems_P', 'Feedbacks_P']	['IPU_I_t7', 'IPU_I_t6', 'IPU_I_t5', 'TypeTokenRatio_I_t7', 'TypeTokenRatio_I_t3', 'Subjectivity_I_t3', 'IPU_P_t3', 'Subjectivity_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'IPU_P_t6', 'IPU_P_t7', 'Subjectivity_P_t7', 'LexicalRichness_P_t7', 'LexicalRichness_P_t4', 'Overlap_I_t4', 'Feedbacks_P_t7', 'Feedbacks_P_t4', 'SpeechRate_P_t4', 'UnionSocioItems_P_t7', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t4', 'AUs_mouth_I_t7', 'AUs_mouth_I_t6', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'Subjectivity_I_t4', 'disc_IPU_P_t7', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4']	[0.2498757148355621, 0.18998797643713222, 0.15821722319882164, 0.11663063638638552, 0.05149026739155059, 0.046821053282447296, 0.04539313552681358, 0.037472886408861664, 0.03607156502396114, 0.029437460835398395, 0.024438605638208606, 0.0141634750348573]	0.51	0.51
DefaultMode.LP_L	mi_rank	LREG	['Pupil_area_P', 'AUs_mouth_I', 'LexicalRichness_P']	['AUs_mouth_I_t6', 'Pupil_area_P_t3', 'LexicalRichness_P_t4', 'Pupil_area_P_t4', 'Pupil_area_P_t5', 'Pupil_area_P_t6', 'Pupil_area_P_t7']	[0.4087620260420186, 0.3650652315644133, 0.22617274239356805]	0.52	0.52
DefaultMode.LP_L	mi_rank	MLP	['IPU_I', 'Pupil_area_P', 'Happy_I', 'AUs_mouth_I', 'ReactionTime_I', 'IPU_P', 'LexicalRichness_I', 'Polarity_P', 'disc_IPU_P', 'Subjectivity_P', 'SpeechRate_I', 'Neutral_I', 'Blinks_P', 'TypeTokenRatio_P', 'SpeechRate_P', 'LexicalRichness_P', 'Overlap_I']	['SpeechRate_I_t6', 'IPU_I_t4', 'Happy_I_t4', 'IPU_P_t3', 'ReactionTime_I_t3', 'Neutral_I_t5', 'IPU_P_t5', 'Polarity_P_t4', 'Happy_I_t7', 'Subjectivity_P_t4', 'disc_IPU_P_t4', 'Overlap_I_t4', 'LexicalRichness_I_t6', 'Blinks_P_t5', 'AUs_mouth_I_t4', 'IPU_I_t5', 'LexicalRichness_I_t5', 'TypeTokenRatio_P_t4', 'AUs_mouth_I_t5', 'IPU_P_t4', 'SpeechRate_P_t4', 'AUs_mouth_I_t6', 'IPU_I_t6', 'Pupil_area_P_t3', 'LexicalRichness_P_t4', 'AUs_mouth_I_t7', 'Pupil_area_P_t4', 'Pupil_area_P_t5', 'Pupil_area_P_t6', 'Pupil_area_P_t7']	[0.14414832223623522, 0.13667200886337533, 0.10031501838302853, 0.09322793104941843, 0.0746021284962538, 0.0705779227719786, 0.06511219912720714, 0.060006556562023604, 0.05892525888931956, 0.04869784732311061, 0.04666643209780458, 0.023197391296706844, 0.022264166885759204, 0.022010248947418924, 0.013714277754498676, 0.01293577679636908, 0.006926512519491879]	0.52	0.52
Salience.SMG_R	k_medoids	RF	['Pupil_area_P', 'AUs_mouth_I', 'IPU_P', 'Sad_I', 'IPU_I', 'TypeTokenRatio_I', 'Happy_I', 'Subjectivity_P', 'Saccades_P', 'SpeechRate_P', 'AU_eyes_I', 'LexicalRichness_P', 'Angry_I', 'Feedbacks_I', 'Feedbacks_P', 'UnionSocioItems_P', 'Blinks_P', 'disc_IPU_P', 'Subjectivity_I', 'TypeTokenRatio_P', 'UnionSocioItems_I']	['IPU_I_t6', 'Pupil_area_P_t7', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'Pupil_area_P_t4', 'Pupil_area_P_t3', 'TypeTokenRatio_I_t7', 'TypeTokenRatio_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'IPU_P_t6', 'Subjectivity_P_t6', 'IPU_P_t7', 'TypeTokenRatio_P_t7', 'Subjectivity_P_t7', 'LexicalRichness_P_t7', 'LexicalRichness_P_t6', 'LexicalRichness_P_t3', 'SpeechRate_P_t7', 'SpeechRate_P_t6', 'Angry_I_t5', 'UnionSocioItems_P_t7', 'Blinks_P_t7', 'UnionSocioItems_I_t7', 'Sad_I_t7', 'Sad_I_t6', 'Saccades_P_t7', 'TypeTokenRatio_I_t6', 'Subjectivity_I_t6', 'disc_IPU_P_t7', 'disc_IPU_P_t6', 'disc_IPU_P_t3', 'Feedbacks_I_t4', 'AU_eyes_I_t3', 'TypeTokenRatio_I_t5', 'Subjectivity_I_t5', 'TypeTokenRatio_I_t4', 'Subjectivity_I_t4', 'Feedbacks_P_t4', 'Feedbacks_I_t6', 'Feedbacks_P_t5', 'Feedbacks_I_t7', 'Feedbacks_P_t3', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'Happy_I_t3', 'AUs_mouth_I_t5', 'Happy_I_t5', 'Feedbacks_P_t7', 'IPU_I_t7', 'AUs_mouth_I_t7', 'Happy_I_t6']	[0.31640783993815, 0.1603136852916488, 0.10444274318021794, 0.057971885630169084, 0.04803375550175748, 0.04675232342625512, 0.0467256886570422, 0.040577489113832924, 0.037469088384114495, 0.03689963656843758, 0.032222602804280374, 0.02264164397018721, 0.015367335411694947, 0.014421112821402007, 0.0068363027289293655, 0.006302757862243725, 0.006210184884794546, 0.00040392382484210016, 0.0, 0.0, 0.0]	0.5	0.5
DorsalAttention.FEF_L	k_medoids	RF	['AUs_mouth_I', 'IPU_P', 'Happy_I', 'AU_eyes_I', 'Pupil_area_P', 'Saccades_P', 'AU_all_I', 'IPU_I', 'TypeTokenRatio_I', 'SpeechRate_I', 'LexicalRichness_P', 'Subjectivity_I', 'SpeechRate_P', 'Feedbacks_P', 'Angry_I', 'disc_IPU_P', 'TypeTokenRatio_P', 'UnionSocioItems_P', 'Feedbacks_I', 'UnionSocioItems_I', 'Smiles_I']	['Pupil_area_P_t7', 'Pupil_area_P_t4', 'Pupil_area_P_t3', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'Subjectivity_I_t3', 'IPU_P_t3', 'TypeTokenRatio_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'IPU_P_t6', 'IPU_P_t7', 'LexicalRichness_P_t7', 'LexicalRichness_P_t6', 'LexicalRichness_P_t3', 'SpeechRate_P_t6', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'Angry_I_t4', 'UnionSocioItems_P_t7', 'UnionSocioItems_P_t6', 'UnionSocioItems_I_t7', 'Saccades_P_t5', 'Saccades_P_t4', 'Saccades_P_t3', 'TypeTokenRatio_I_t6', 'Subjectivity_I_t6', 'IPU_I_t4', 'Feedbacks_P_t3', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'AUs_mouth_I_t7', 'AU_all_I_t7', 'Happy_I_t7', 'AUs_mouth_I_t6', 'AU_all_I_t6', 'Happy_I_t6', 'AUs_mouth_I_t5', 'AU_all_I_t5', 'Happy_I_t5', 'AUs_mouth_I_t4', 'Happy_I_t4', 'AUs_mouth_I_t3', 'Happy_I_t3', 'Feedbacks_P_t7', 'AU_eyes_I_t7', 'disc_IPU_P_t7', 'disc_IPU_P_t6', 'Feedbacks_P_t5', 'AU_eyes_I_t6', 'Feedbacks_P_t4', 'Feedbacks_I_t4', 'Feedbacks_I_t3', 'Smiles_I_t3', 'AU_eyes_I_t3', 'IPU_I_t3', 'IPU_I_t7', 'IPU_I_t6', 'IPU_I_t5']	[0.1551204497979481, 0.09804092331333944, 0.09792537187761971, 0.09782919378626057, 0.09708814173666619, 0.09568968788956983, 0.09008763365835702, 0.08578356449465536, 0.04235946210116323, 0.030941735879441046, 0.025849072927672516, 0.01826066884171684, 0.013415424318105771, 0.011019201336925305, 0.00936932761144, 0.008219537566421293, 0.007739640882953414, 0.005658439248683376, 0.004843347230161551, 0.002882401341176505, 0.0018767741597228774]	0.54	0.54
DorsalAttention.FEF_L	k_medoids	LREG	['AUs_mouth_I', 'Angry_I', 'Saccades_P', 'SpeechRate_I', 'Head_Tz_I', 'Pupil_area_P', 'IPU_P', 'TypeTokenRatio_I', 'AU_eyes_I', 'Happy_I', 'IPU_I', 'Subjectivity_I', 'LexicalRichness_P', 'Feedbacks_P', 'UnionSocioItems_I', 'Feedbacks_I', 'UnionSocioItems_P', 'SpeechRate_P', 'disc_IPU_P', 'Smiles_I', 'TypeTokenRatio_P']	['UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'Head_Tz_I_t4', 'Saccades_P_t3', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'Subjectivity_I_t3', 'IPU_P_t3', 'TypeTokenRatio_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'IPU_P_t6', 'IPU_P_t7', 'LexicalRichness_P_t7', 'LexicalRichness_P_t6', 'LexicalRichness_P_t3', 'SpeechRate_P_t6', 'SpeechRate_I_t6', 'SpeechRate_I_t5', 'Angry_I_t4', 'UnionSocioItems_P_t7', 'UnionSocioItems_P_t6', 'UnionSocioItems_I_t7', 'Saccades_P_t5', 'Saccades_P_t4', 'TypeTokenRatio_I_t6', 'Subjectivity_I_t6', 'IPU_I_t4', 'Feedbacks_P_t3', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'AUs_mouth_I_t7', 'Happy_I_t7', 'AUs_mouth_I_t6', 'Happy_I_t6', 'AUs_mouth_I_t5', 'Happy_I_t5', 'AUs_mouth_I_t4', 'Happy_I_t4', 'AUs_mouth_I_t3', 'Happy_I_t3', 'Feedbacks_P_t7', 'AU_eyes_I_t7', 'Pupil_area_P_t7', 'Pupil_area_P_t4', 'Pupil_area_P_t3', 'Feedbacks_P_t5', 'AU_eyes_I_t6', 'Feedbacks_P_t4', 'Feedbacks_I_t4', 'Feedbacks_I_t3', 'Smiles_I_t3', 'AU_eyes_I_t3', 'IPU_I_t3', 'IPU_I_t5', 'IPU_I_t6', 'IPU_I_t7', 'disc_IPU_P_t7', 'disc_IPU_P_t6']	[0.11174391889280197, 0.09147854517927792, 0.09066626849500418, 0.08706627250156827, 0.07630652682470088, 0.06677964080352303, 0.05994294530673338, 0.05829938382078226, 0.05527731445142264, 0.05527123895837109, 0.05307514174910318, 0.04622640730454615, 0.030489294098607074, 0.03016184364035347, 0.019045342443240982, 0.018082919787125187, 0.013160667297936048, 0.01282097763110456, 0.012591763072052346, 0.00982289825647249, 0.00169068948527309]	0.54	0.54
