region	dm_method	model	predictors_dict	selected_predictors	features_importance	fscore. mean	recall. mean
Visual.Lateral_R	k_medoids	RF	['Neutral_I', 'IPU_P', 'Head_T_movement_quantity_I', 'Direct_gaze_I', 'ReactionTime_P', 'Head_R_movement_quantity_I', 'IPU_I', 'Head_Rz_I', 'AU_eyes_I', 'TypeTokenRatio_I', 'SpeechRate_P', 'ReactionTime_I', 'LexicalRichness_P', 'Sad_I', 'Overlap_I', 'disc_IPU_I', 'Feedbacks_P', 'disc_IPU_P', 'Subjectivity_P', 'Subjectivity_I', 'Smiles_I']	['ReactionTime_P_t7', 'ReactionTime_P_t6', 'IPU_I_t5', 'IPU_I_t3', 'TypeTokenRatio_I_t7', 'TypeTokenRatio_I_t3', 'disc_IPU_P_t4', 'ReactionTime_P_t3', 'ReactionTime_I_t7', 'ReactionTime_I_t6', 'Neutral_I_t3', 'Direct_gaze_I_t7', 'Direct_gaze_I_t4', 'Direct_gaze_I_t3', 'disc_IPU_P_t7', 'disc_IPU_P_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'Neutral_I_t5', 'Neutral_I_t4', 'disc_IPU_I_t5', 'Head_Rz_I_t3', 'LexicalRichness_P_t7', 'LexicalRichness_P_t6', 'LexicalRichness_P_t3', 'Overlap_I_t5', 'Head_R_movement_quantity_I_t3', 'Head_T_movement_quantity_I_t4', 'Head_T_movement_quantity_I_t3', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'SpeechRate_P_t7', 'SpeechRate_P_t4', 'Smiles_I_t7', 'AU_eyes_I_t3', 'IPU_P_t7', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'Subjectivity_P_t4', 'Sad_I_t4', 'TypeTokenRatio_I_t6', 'Subjectivity_I_t6', 'TypeTokenRatio_I_t5']	[0.13467382870903538, 0.10153101455744006, 0.1002264136352409, 0.06243768721615487, 0.06203338460098355, 0.060153474083840426, 0.05991045572630037, 0.05954240188244931, 0.055658350476198395, 0.05359938342550204, 0.04562609690213932, 0.04462078346919647, 0.04101676363714093, 0.034852203074820905, 0.01670579309047371, 0.014335512590598183, 0.012976546869605247, 0.012533003044310789, 0.01178172307211531, 0.010524968526186973, 0.0052602114102666435]	0.54	0.54
Visual.Lateral_R	model_rank	LREG	['Head_T_movement_quantity_I', 'Pupil_area_P', 'Head_Tz_I', 'Head_R_movement_quantity_I', 'Gaze_movement_quantity_P', 'Head_Rx_I', 'Head_Rz_I', 'AU_eyes_I', 'Head_Tx_I', 'Head_Ry_I', 'Saccades_P', 'Head_Ty_I', 'AUs_mouth_I', 'AU_all_I', 'Neutral_I']	['AUs_mouth_I_t7', 'AUs_mouth_I_t6', 'AUs_mouth_I_t3', 'AU_eyes_I_t7', 'AU_eyes_I_t6', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t3', 'AU_all_I_t7', 'AU_all_I_t6', 'AU_all_I_t5', 'AU_all_I_t3', 'Head_Tx_I_t5', 'Head_Tx_I_t4', 'Head_Tx_I_t3', 'Head_Ty_I_t5', 'Head_Tz_I_t7', 'Head_Tz_I_t6', 'Head_Tz_I_t5', 'Head_Tz_I_t4', 'Head_Tz_I_t3', 'Head_Rx_I_t7', 'Head_Rx_I_t6', 'Head_Rx_I_t5', 'Head_Rx_I_t4', 'Head_Rx_I_t3', 'Head_Ry_I_t7', 'Head_Ry_I_t6', 'Head_Ry_I_t5', 'Head_Ry_I_t4', 'Head_Ry_I_t3', 'Head_Rz_I_t7', 'Head_Rz_I_t6', 'Head_Rz_I_t5', 'Head_Rz_I_t4', 'Head_Rz_I_t3', 'Head_R_movement_quantity_I_t7', 'Head_R_movement_quantity_I_t6', 'Head_R_movement_quantity_I_t5', 'Head_R_movement_quantity_I_t4', 'Head_R_movement_quantity_I_t3', 'Head_T_movement_quantity_I_t7', 'Head_T_movement_quantity_I_t4', 'Head_T_movement_quantity_I_t3', 'Neutral_I_t6', 'Gaze_movement_quantity_P_t7', 'Gaze_movement_quantity_P_t6', 'Gaze_movement_quantity_P_t5', 'Gaze_movement_quantity_P_t4', 'Gaze_movement_quantity_P_t3', 'Saccades_P_t7', 'Saccades_P_t6', 'Saccades_P_t4', 'Saccades_P_t3', 'Pupil_area_P_t7', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'Pupil_area_P_t4', 'Pupil_area_P_t3']	[0.1434882012433265, 0.12493520372650235, 0.10391872099840468, 0.09950673214157979, 0.09465152792105941, 0.08346581818534234, 0.07485608799346355, 0.05940025797661809, 0.04534789748775831, 0.04294665728049505, 0.03764947888602765, 0.03753530551954943, 0.026204509876349875, 0.020179035692016834, 0.005914565071506111]	0.56	0.56
Visual.Lateral_R	k_medoids	MLP	['disc_IPU_I', 'Neutral_I', 'ReactionTime_I', 'Feedbacks_P', 'LexicalRichness_P', 'UnionSocioItems_P', 'IPU_P', 'IPU_I', 'TypeTokenRatio_P', 'Pupil_area_P', 'disc_IPU_P', 'Head_T_movement_quantity_I', 'Subjectivity_P', 'Head_R_movement_quantity_I', 'Overlap_I', 'Sad_I', 'ReactionTime_P', 'SpeechRate_P', 'AU_eyes_I', 'Head_Rz_I']	['UnionSocioItems_P_t7', 'TypeTokenRatio_P_t7', 'TypeTokenRatio_P_t4', 'Subjectivity_P_t4', 'AU_eyes_I_t3', 'Sad_I_t4', 'IPU_P_t7', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_I_t5', 'IPU_I_t3', 'Pupil_area_P_t7', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'LexicalRichness_P_t6', 'LexicalRichness_P_t3', 'SpeechRate_P_t4', 'Overlap_I_t5', 'Head_R_movement_quantity_I_t3', 'Head_T_movement_quantity_I_t4', 'Head_T_movement_quantity_I_t3', 'disc_IPU_P_t4', 'disc_IPU_I_t5', 'Head_Rz_I_t3', 'ReactionTime_P_t3', 'ReactionTime_I_t7', 'ReactionTime_I_t6', 'Neutral_I_t3', 'disc_IPU_P_t7', 'disc_IPU_P_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'Neutral_I_t6', 'Neutral_I_t5', 'Neutral_I_t4']	[0.12290144053943361, 0.12252539115595414, 0.11435531458140805, 0.09500808693052422, 0.09213507914881648, 0.07205385804834924, 0.06835265548748003, 0.05799164277923005, 0.043643367207438236, 0.04301643240396693, 0.034373407235625986, 0.029074700583983107, 0.026491745497318336, 0.025992220333429298, 0.014130552063537754, 0.011248062617632745, 0.008769605706593311, 0.007529676280340951, 0.005527846988713553, 0.004878914410224003]	0.54	0.54
Cerebellar.Posterior	model_rank	RF	['Gaze_movement_quantity_P', 'Pupil_area_P']	['Gaze_movement_quantity_P_t7', 'Gaze_movement_quantity_P_t5', 'Gaze_movement_quantity_P_t4', 'Gaze_movement_quantity_P_t3', 'Pupil_area_P_t7']	[0.7941417872793071, 0.2058582127206928]	0.53	0.53
Cerebellar.Posterior	mi_rank	LREG	['Pupil_area_P', 'AU_all_I', 'Happy_I', 'TypeTokenRatio_I', 'LexicalRichness_I', 'Neutral_I']	['Happy_I_t4', 'Neutral_I_t4', 'AU_all_I_t7', 'TypeTokenRatio_I_t5', 'Pupil_area_P_t6', 'LexicalRichness_I_t5', 'Pupil_area_P_t7']	[0.37603334283920276, 0.35187242537300467, 0.1579263229184735, 0.04499464461556784, 0.03908475756648425, 0.030088506687266977]	0.52	0.52
Cerebellar.Posterior	k_medoids	MLP	['AU_all_I', 'IPU_P', 'IPU_I', 'AUs_mouth_I', 'Feedbacks_P', 'AU_eyes_I', 'UnionSocioItems_P', 'TypeTokenRatio_I', 'disc_IPU_P', 'Blinks_P', 'UnionSocioItems_I', 'Happy_I', 'SpeechRate_P', 'Smiles_I', 'Feedbacks_I', 'LexicalRichness_P', 'ReactionTime_P', 'Pupil_area_P', 'disc_IPU_I', 'Saccades_P', 'TypeTokenRatio_P', 'Head_Tz_I', 'Subjectivity_I', 'SpeechRate_I']	['UnionSocioItems_I_t5', 'TypeTokenRatio_I_t7', 'TypeTokenRatio_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'TypeTokenRatio_P_t4', 'IPU_P_t5', 'TypeTokenRatio_P_t5', 'IPU_P_t6', 'IPU_P_t7', 'LexicalRichness_P_t7', 'SpeechRate_P_t7', 'SpeechRate_I_t5', 'UnionSocioItems_P_t7', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'Head_Tz_I_t6', 'Blinks_P_t7', 'UnionSocioItems_I_t7', 'UnionSocioItems_I_t6', 'Saccades_P_t7', 'TypeTokenRatio_I_t6', 'Subjectivity_I_t6', 'AU_all_I_t4', 'Feedbacks_P_t3', 'Feedbacks_I_t5', 'Smiles_I_t4', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'AUs_mouth_I_t7', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AUs_mouth_I_t4', 'Happy_I_t4', 'AUs_mouth_I_t3', 'Happy_I_t3', 'Feedbacks_P_t7', 'Smiles_I_t7', 'AU_eyes_I_t7', 'Pupil_area_P_t7', 'Feedbacks_P_t5', 'Feedbacks_I_t7', 'Smiles_I_t6', 'Feedbacks_P_t4', 'Feedbacks_I_t6', 'Smiles_I_t5', 'Feedbacks_I_t4', 'Smiles_I_t3', 'AU_eyes_I_t3', 'AU_all_I_t3', 'AU_all_I_t5', 'IPU_I_t6', 'AU_all_I_t6', 'IPU_I_t7', 'AU_all_I_t7', 'disc_IPU_P_t6', 'IPU_I_t5', 'IPU_I_t4', 'disc_IPU_P_t7', 'ReactionTime_P_t3', 'disc_IPU_I_t3', 'disc_IPU_P_t3', 'disc_IPU_I_t7']	[0.09925928221973196, 0.0874785875397964, 0.085606634989523, 0.08267110535427591, 0.07483785935221932, 0.07105828499733564, 0.05649399983928662, 0.05105315026463692, 0.048798599217244686, 0.042322263505163785, 0.04126155932963674, 0.03956405160593551, 0.03906736554041465, 0.03507403465229085, 0.026271853237070854, 0.021306409118238796, 0.021010166532048947, 0.020047255251899116, 0.0189073329348517, 0.01196643125527228, 0.009748337186698524, 0.00788901650458472, 0.0074612377154186635, 0.0008451818564244025]	0.52	0.52
Language.IFG_L	k_medoids	RF	['IPU_I', 'AUs_mouth_I', 'IPU_P', 'disc_IPU_P', 'Subjectivity_I', 'Feedbacks_P', 'Smiles_I', 'UnionSocioItems_P']	['IPU_P_t7', 'UnionSocioItems_P_t6', 'Subjectivity_I_t3', 'AUs_mouth_I_t7', 'disc_IPU_P_t7', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Smiles_I_t7']	[0.4234936385313199, 0.2290797661663766, 0.13817882723348468, 0.06777811551454754, 0.06064111299322528, 0.04053523103652486, 0.020431747520373012, 0.019861561004148157]	0.54	0.54
Language.IFG_L	mi_rank	LREG	['Pupil_area_P', 'AUs_mouth_I', 'Head_Rz_I', 'Head_Rx_I', 'IPU_I', 'TypeTokenRatio_I', 'Overlap_I', 'AU_all_I', 'Blinks_P']	['Head_Rz_I_t5', 'Head_Rx_I_t3', 'Overlap_I_t6', 'AUs_mouth_I_t4', 'AU_all_I_t6', 'IPU_I_t3', 'Blinks_P_t4', 'AUs_mouth_I_t6', 'IPU_I_t4', 'TypeTokenRatio_I_t4', 'AU_all_I_t7', 'Head_Rx_I_t4', 'AUs_mouth_I_t7', 'Pupil_area_P_t6', 'Pupil_area_P_t7', 'Pupil_area_P_t5', 'Pupil_area_P_t4', 'Pupil_area_P_t3']	[0.29237468652758103, 0.21472852318206465, 0.1587637894846257, 0.15158540830045078, 0.06300273913647804, 0.04792359351928567, 0.04360478065560535, 0.019868710466810248, 0.008147768727098815]	0.54	0.54
Language.IFG_L	mi_rank	MLP	['AUs_mouth_I', 'Pupil_area_P', 'IPU_I', 'Head_Rx_I', 'AU_all_I', 'TypeTokenRatio_I', 'Direct_gaze_I']	['AUs_mouth_I_t6', 'AU_all_I_t6', 'AUs_mouth_I_t4', 'IPU_I_t4', 'Direct_gaze_I_t3', 'AU_all_I_t7', 'TypeTokenRatio_I_t4', 'Head_Rx_I_t4', 'AUs_mouth_I_t7', 'Pupil_area_P_t6', 'Pupil_area_P_t7', 'Pupil_area_P_t4', 'Pupil_area_P_t5', 'Pupil_area_P_t3']	[0.42615461138379485, 0.1840679332147383, 0.1439739949227414, 0.084257684907588, 0.07059730568550229, 0.0650727986148193, 0.025875671270815942]	0.54	0.54
DorsalAttention.IPS_L	mi_rank	RF	['Gaze_movement_quantity_P', 'Head_Tz_I', 'AUs_mouth_I', 'Head_Rx_I', 'Head_Rz_I', 'Pupil_area_P', 'Blinks_P', 'AU_all_I', 'Head_Tx_I', 'Saccades_P', 'Sad_I', 'IPU_P', 'Angry_I', 'ReactionTime_P', 'TypeTokenRatio_I', 'Polarity_P']	['TypeTokenRatio_I_t5', 'Polarity_P_t7', 'AU_all_I_t7', 'Pupil_area_P_t3', 'Blinks_P_t7', 'IPU_P_t3', 'Pupil_area_P_t7', 'Head_Rx_I_t3', 'AUs_mouth_I_t3', 'Blinks_P_t4', 'ReactionTime_P_t5', 'Sad_I_t5', 'Head_Tx_I_t5', 'Head_Rz_I_t6', 'Saccades_P_t7', 'Head_Rz_I_t3', 'Gaze_movement_quantity_P_t7', 'Angry_I_t4', 'AUs_mouth_I_t6', 'Gaze_movement_quantity_P_t3', 'Head_Rx_I_t4', 'Head_Tz_I_t6', 'Head_Tz_I_t5', 'Head_Tz_I_t7', 'AUs_mouth_I_t7', 'Angry_I_t6', 'Gaze_movement_quantity_P_t4', 'Angry_I_t7', 'Angry_I_t3', 'Gaze_movement_quantity_P_t6', 'Gaze_movement_quantity_P_t5']	[0.20939647164176256, 0.1309858126986368, 0.12257605934354902, 0.08687935658262168, 0.08622972759677075, 0.08407481265067046, 0.0559817990770306, 0.04045318683909791, 0.03985094407996339, 0.03766053626964298, 0.026519723523667445, 0.022773347454804017, 0.0203041080080784, 0.013057885622885885, 0.01262721534767561, 0.010629013263142497]	0.53	0.53
DorsalAttention.IPS_L	k_medoids	LREG	['Head_Rx_I', 'Angry_I', 'Particles_I', 'Feedbacks_P', 'Pupil_area_P', 'SpeechRate_I', 'IPU_P', 'Discourses_I', 'FilledBreaks_I', 'disc_IPU_I', 'IPU_I']	['Feedbacks_P_t7', 'Feedbacks_P_t5', 'Feedbacks_P_t4', 'FilledBreaks_I_t6', 'Discourses_I_t3', 'Particles_I_t6', 'Particles_I_t5', 'SpeechRate_I_t5', 'Angry_I_t7', 'IPU_P_t7', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t3', 'IPU_I_t7', 'disc_IPU_I_t7', 'Head_Rx_I_t4', 'Pupil_area_P_t7']	[0.23200467662069466, 0.20560091669967628, 0.1036349595770264, 0.08992361997166433, 0.07750362892142165, 0.07449818058982868, 0.07029595316666226, 0.05397790726359034, 0.04574848239465102, 0.024660403624858707, 0.022151271169925723]	0.52	0.52
DorsalAttention.IPS_L	k_medoids	MLP	['Direct_gaze_I', 'TypeTokenRatio_I', 'Head_Rx_I', 'disc_IPU_P', 'Overlap_I', 'IPU_P', 'Feedbacks_P', 'Head_Rz_I', 'Sad_I', 'Polarity_I', 'Head_Ty_I', 'disc_IPU_I', 'Particles_I', 'SpeechRate_I', 'Subjectivity_I', 'Discourses_I', 'ReactionTime_I', 'FilledBreaks_I', 'ReactionTime_P', 'LexicalRichness_P', 'UnionSocioItems_P', 'Head_Ry_I', 'AU_all_I', 'Angry_I', 'IPU_I']	['ReactionTime_P_t7', 'ReactionTime_P_t6', 'ReactionTime_P_t4', 'IPU_I_t7', 'TypeTokenRatio_I_t7', 'TypeTokenRatio_I_t3', 'Subjectivity_I_t3', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'disc_IPU_I_t7', 'ReactionTime_P_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t3', 'Polarity_I_t6', 'Polarity_I_t5', 'Head_Ty_I_t4', 'Head_Rz_I_t7', 'Direct_gaze_I_t7', 'Direct_gaze_I_t4', 'Head_Ry_I_t4', 'disc_IPU_P_t7', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'Head_Ty_I_t3', 'Head_Rx_I_t4', 'disc_IPU_I_t5', 'Head_Rx_I_t5', 'LexicalRichness_P_t7', 'LexicalRichness_P_t6', 'Overlap_I_t7', 'Overlap_I_t4', 'Discourses_I_t3', 'Particles_I_t6', 'Particles_I_t5', 'Angry_I_t7', 'Feedbacks_P_t7', 'Feedbacks_P_t5', 'Feedbacks_P_t4', 'FilledBreaks_I_t6', 'SpeechRate_I_t5', 'IPU_P_t7', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t3', 'UnionSocioItems_P_t7', 'AU_all_I_t7', 'Sad_I_t7', 'Sad_I_t5', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t5', 'TypeTokenRatio_I_t4', 'Subjectivity_I_t4']	[0.08741344115296291, 0.08640135417859744, 0.06871760829908449, 0.06620299378269322, 0.06542932423026515, 0.06241244574745117, 0.05883288973411258, 0.05439373883911389, 0.04585929768257812, 0.04496278590031656, 0.04423281039935711, 0.04320603783813182, 0.04320242038865803, 0.04212461006428328, 0.03273273696611417, 0.026891552827315524, 0.02411493653252418, 0.02407530482309694, 0.022611449418293773, 0.02051642965683251, 0.012531250844100358, 0.012087067166208287, 0.006465734793252158, 0.004212647319538679, 0.00036913141511763924]	0.53	0.53
Salience.ACC	k_medoids	RF	['IPU_I', 'AUs_mouth_I', 'IPU_P', 'Saccades_P', 'AU_eyes_I', 'Happy_I', 'Blinks_P', 'TypeTokenRatio_I', 'LexicalRichness_P', 'AU_all_I', 'disc_IPU_P', 'SpeechRate_P', 'SpeechRate_I', 'Subjectivity_P', 'UnionSocioItems_I', 'Feedbacks_P', 'Subjectivity_I', 'UnionSocioItems_P', 'TypeTokenRatio_P', 'Feedbacks_I']	['IPU_I_t6', 'IPU_I_t5', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'IPU_P_t6', 'TypeTokenRatio_P_t6', 'Subjectivity_P_t6', 'IPU_P_t7', 'Subjectivity_P_t7', 'LexicalRichness_P_t7', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t4', 'SpeechRate_P_t4', 'SpeechRate_P_t3', 'SpeechRate_I_t3', 'UnionSocioItems_P_t7', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'Blinks_P_t4', 'Blinks_P_t3', 'UnionSocioItems_I_t7', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'Saccades_P_t5', 'Saccades_P_t4', 'TypeTokenRatio_I_t6', 'disc_IPU_P_t7', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'IPU_I_t4', 'IPU_I_t3', 'Feedbacks_I_t4', 'AU_eyes_I_t3', 'TypeTokenRatio_I_t5', 'Subjectivity_I_t5', 'TypeTokenRatio_I_t4', 'Feedbacks_P_t4', 'Feedbacks_I_t6', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t3', 'AU_eyes_I_t4', 'AUs_mouth_I_t5', 'AUs_mouth_I_t4', 'Happy_I_t4', 'AUs_mouth_I_t3', 'AU_all_I_t3', 'Happy_I_t3', 'IPU_I_t7', 'AUs_mouth_I_t6', 'Happy_I_t6']	[0.17428839760268683, 0.13874337960845357, 0.13053731125905174, 0.07984799768279206, 0.0725638840097218, 0.05777774387310709, 0.055936848010930476, 0.04640342414730107, 0.03915018345004772, 0.03465774554811963, 0.033159300865114816, 0.0322283252592751, 0.01789365899291854, 0.015602471897676516, 0.015340520181780634, 0.01466719877660074, 0.013906611471584146, 0.013092705400524447, 0.008715031146891544, 0.005487260815421467]	0.6	0.6
Salience.ACC	k_medoids	LREG	['ReactionTime_I', 'Head_Ry_I', 'IPU_I', 'IPU_P', 'ReactionTime_P', 'disc_IPU_P', 'Saccades_P', 'Feedbacks_P', 'SpeechRate_P', 'disc_IPU_I', 'Direct_gaze_I', 'UnionSocioItems_P', 'TypeTokenRatio_P', 'SpeechRate_I']	['UnionSocioItems_P_t7', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'TypeTokenRatio_P_t4', 'TypeTokenRatio_P_t3', 'Saccades_P_t5', 'Saccades_P_t4', 'IPU_P_t7', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'disc_IPU_P_t7', 'disc_IPU_P_t5', 'disc_IPU_I_t4', 'disc_IPU_I_t3', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'SpeechRate_P_t4', 'SpeechRate_P_t3', 'SpeechRate_I_t3', 'disc_IPU_I_t5', 'Direct_gaze_I_t7', 'Head_Ry_I_t5', 'Head_Ry_I_t4', 'ReactionTime_P_t3', 'ReactionTime_I_t5', 'ReactionTime_I_t4']	[0.17920581875000577, 0.17459689754540897, 0.15659611465130657, 0.10659999968890269, 0.0734658245725091, 0.0725451019627357, 0.060068307838531974, 0.048018604636211715, 0.03509912181226649, 0.034833224337303716, 0.024199097484456585, 0.016449612632079336, 0.014759791809168112, 0.0035624822791134984]	0.59	0.59
Salience.ACC	k_medoids	MLP	['AUs_mouth_I', 'IPU_I', 'disc_IPU_P', 'IPU_P', 'TypeTokenRatio_I', 'Feedbacks_P', 'UnionSocioItems_P', 'UnionSocioItems_I', 'LexicalRichness_P', 'Subjectivity_I', 'Happy_I', 'AU_all_I', 'SpeechRate_I', 'TypeTokenRatio_P', 'Pupil_area_P', 'Saccades_P', 'SpeechRate_P', 'AU_eyes_I', 'Subjectivity_P', 'Blinks_P', 'Feedbacks_I']	['Pupil_area_P_t7', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'Pupil_area_P_t4', 'TypeTokenRatio_I_t7', 'Subjectivity_I_t7', 'TypeTokenRatio_I_t3', 'IPU_P_t3', 'IPU_P_t4', 'IPU_P_t5', 'IPU_P_t6', 'TypeTokenRatio_P_t6', 'Subjectivity_P_t6', 'IPU_P_t7', 'Subjectivity_P_t7', 'LexicalRichness_P_t7', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t4', 'SpeechRate_P_t4', 'SpeechRate_P_t3', 'SpeechRate_I_t3', 'UnionSocioItems_P_t7', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'Blinks_P_t4', 'Blinks_P_t3', 'UnionSocioItems_I_t7', 'UnionSocioItems_I_t6', 'UnionSocioItems_I_t5', 'UnionSocioItems_I_t4', 'Saccades_P_t5', 'Saccades_P_t4', 'TypeTokenRatio_I_t6', 'disc_IPU_P_t7', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'Feedbacks_I_t4', 'AU_eyes_I_t3', 'TypeTokenRatio_I_t5', 'Subjectivity_I_t5', 'TypeTokenRatio_I_t4', 'Feedbacks_P_t4', 'Feedbacks_I_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t3', 'AU_eyes_I_t4', 'AUs_mouth_I_t4', 'Happy_I_t4', 'AUs_mouth_I_t3', 'AU_all_I_t3', 'Happy_I_t3', 'AUs_mouth_I_t5', 'Happy_I_t5', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'AUs_mouth_I_t6', 'Happy_I_t6', 'IPU_I_t7', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3']	[0.11400948623518894, 0.09942257376575526, 0.08689379769449615, 0.073951532981085, 0.06394936462917453, 0.06376416646637108, 0.06351331421275302, 0.05760380189117835, 0.053570088084276275, 0.04945194168414427, 0.03488930937857749, 0.03386298830569563, 0.03317419067435676, 0.03237802653992578, 0.03149204073344803, 0.026414408658440826, 0.024890653294595076, 0.023894393357431574, 0.013369565532764027, 0.011247163017983551, 0.008257192862358357]	0.59	0.59
Salience.SMG_L	model_rank	RF	['Gaze_movement_quantity_P', 'AU_eyes_I', 'Pupil_area_P', 'Head_R_movement_quantity_I', 'Head_Tz_I', 'Head_Ry_I', 'Head_Rx_I', 'Head_Rz_I', 'AUs_mouth_I']	['AUs_mouth_I_t7', 'AU_eyes_I_t7', 'AU_eyes_I_t6', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t3', 'Head_Tz_I_t7', 'Head_Tz_I_t5', 'Head_Tz_I_t4', 'Head_Rx_I_t7', 'Head_Rx_I_t5', 'Head_Ry_I_t7', 'Head_Ry_I_t5', 'Head_Rz_I_t7', 'Head_Rz_I_t4', 'Head_R_movement_quantity_I_t7', 'Head_R_movement_quantity_I_t6', 'Head_R_movement_quantity_I_t5', 'Gaze_movement_quantity_P_t7', 'Gaze_movement_quantity_P_t6', 'Gaze_movement_quantity_P_t5', 'Gaze_movement_quantity_P_t4', 'Gaze_movement_quantity_P_t3', 'Pupil_area_P_t7', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'Pupil_area_P_t4', 'Pupil_area_P_t3']	[0.1851608017477279, 0.17853437691434174, 0.1746140529839614, 0.11298012834873361, 0.10255617163314071, 0.07037870104223656, 0.0699119915816368, 0.06925964226635084, 0.036604133481870346]	0.52	0.52
Salience.SMG_L	k_medoids	LREG	['Head_T_movement_quantity_I', 'IPU_P', 'disc_IPU_P', 'SpeechRate_I', 'disc_IPU_I', 'LexicalRichness_P', 'Feedbacks_P', 'IPU_I', 'SpeechRate_P']	['IPU_P_t7', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'disc_IPU_P_t7', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'IPU_I_t4', 'disc_IPU_I_t4', 'Feedbacks_P_t7', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t3', 'LexicalRichness_P_t4', 'SpeechRate_P_t4', 'SpeechRate_I_t4', 'Head_T_movement_quantity_I_t7']	[0.620442411496968, 0.09986832162003727, 0.07758001957668362, 0.050744776605928084, 0.05025941412574925, 0.044400761253447524, 0.03765418062690212, 0.013841430992464527, 0.005208683701819627]	0.52	0.53
Salience.SMG_L	mi_rank	MLP	['disc_IPU_P', 'Pupil_area_P', 'IPU_I', 'disc_IPU_I', 'IPU_P', 'AU_all_I', 'AU_eyes_I', 'Saccades_P', 'Direct_gaze_I']	['IPU_P_t5', 'AU_all_I_t7', 'Pupil_area_P_t7', 'disc_IPU_P_t4', 'AU_eyes_I_t3', 'Direct_gaze_I_t3', 'IPU_P_t4', 'IPU_I_t5', 'Saccades_P_t3', 'Saccades_P_t4', 'Pupil_area_P_t4', 'disc_IPU_I_t4', 'Pupil_area_P_t3', 'IPU_I_t4']	[0.20815400596016595, 0.18903040792741127, 0.17401514155863862, 0.16258440196743715, 0.1601814566424862, 0.03957408187535316, 0.03586687069205323, 0.026338899445369157, 0.004254733931085283]	0.52	0.53
